epoch,batch,id,mem (cpu),gpu,gpu (gb?)
2,0,after compiling,46.2068777,1474048,0.001474048
2,0,after training main model,46.36389376,9348864,0.009348864
2,1,before training anything,46.39429018,9348864,0.009348864
2,1,before training adversary (1),46.41509786,9348864,0.009348864
2,1,after training adversary (1),46.4065577,9923584,0.009923584
2,1,after training adversary (2),46.42392883,10399488,0.010399488
2,1,before training main model,46.42151219,10399488,0.010399488
2,1,after compiling,46.42265498,10400000,0.0104
2,1,after training main model,46.48154317,17554432,0.017554432
2,2,before training anything,46.4789463,17554432,0.017554432
2,2,before training adversary (1),46.47717274,17554432,0.017554432
2,2,after training adversary (1),46.48725299,18133248,0.018133248
2,2,after training adversary (2),46.49866035,18626560,0.01862656
2,2,before training main model,46.50153165,18626560,0.01862656
2,2,after compiling,46.50244506,18627072,0.018627072
2,2,after training main model,46.54831616,26365184,0.026365184
2,3,before training anything,46.54067302,26365184,0.026365184
2,3,before training adversary (1),46.54026342,26365184,0.026365184
2,3,after training adversary (1),46.57864294,27049216,0.027049216
2,3,after training adversary (2),46.5809449,27514112,0.027514112
2,3,before training main model,46.58161254,27514112,0.027514112
2,3,after compiling,46.59986842,27514624,0.027514624
2,3,after training main model,46.67540685,35449600,0.0354496
2,4,before training anything,46.68151808,35449600,0.0354496
2,4,before training adversary (1),46.67250278,35449600,0.0354496
2,4,after training adversary (1),46.70224384,35989504,0.035989504
2,4,after training adversary (2),46.73672397,36459008,0.036459008
2,4,before training main model,46.72541901,36459008,0.036459008
2,4,after compiling,46.72597606,36459520,0.03645952
2,4,after training main model,46.78444237,44052992,0.044052992
2,5,before training anything,46.79436288,1183744,0.001183744
2,5,before training adversary (1),46.79671808,610304,0.000610304
2,5,after training adversary (1),46.8681687,1120512,0.001120512
2,5,after training adversary (2),46.86544486,1738752,0.001738752
2,5,before training main model,46.86544486,1738752,0.001738752
2,5,after compiling,46.86544486,1472512,0.001472512
2,5,after training main model,46.9517271,9351424,0.009351424
2,6,before training anything,46.95098163,9351424,0.009351424
2,6,before training adversary (1),46.95098163,9351424,0.009351424
2,6,after training adversary (1),46.96546509,9808640,0.00980864
2,6,after training adversary (2),46.9770281,10459136,0.010459136
2,6,before training main model,46.97667584,10459136,0.010459136
2,6,after compiling,46.99655373,10459648,0.010459648
2,6,after training main model,47.00827648,18616576,0.018616576
2,7,before training anything,47.00955443,18616576,0.018616576
2,7,before training adversary (1),47.00884582,18616576,0.018616576
2,7,after training adversary (1),47.03289754,19124224,0.019124224
2,7,after training adversary (2),47.04925286,19706112,0.019706112
2,7,before training main model,47.04970342,19706112,0.019706112
2,7,after compiling,47.05068237,19706624,0.019706624
2,7,after training main model,47.11355187,26896128,0.026896128
2,8,before training anything,47.11011942,26896128,0.026896128
2,8,before training adversary (1),47.21738957,26896128,0.026896128
2,8,after training adversary (1),47.14540646,27596288,0.027596288
2,8,after training adversary (2),47.16841779,28075264,0.028075264
2,8,before training main model,47.16889702,28075264,0.028075264
2,8,after compiling,47.16190106,28075776,0.028075776
2,8,after training main model,47.22992333,35551232,0.035551232
2,9,before training anything,47.22992333,35551232,0.035551232
2,9,before training adversary (1),47.22280038,35551232,0.035551232
2,9,after training adversary (1),47.27752294,36139776,0.036139776
2,9,after training adversary (2),47.25720269,36850432,0.036850432
2,9,before training main model,47.25383578,36850432,0.036850432
2,9,after compiling,47.25134131,36850944,0.036850944
2,9,after training main model,47.37422541,44517120,0.04451712
2,10,before training anything,47.35891046,1110784,0.001110784
2,10,before training adversary (1),47.36079872,612352,0.000612352
2,10,after training adversary (1),47.40721869,1134080,0.00113408
2,10,after training adversary (2),47.42834176,1664256,0.001664256
2,10,before training main model,47.42756762,1664256,0.001664256
2,10,after compiling,47.42693683,1348864,0.001348864
2,10,after training main model,47.5702313,9796864,0.009796864
2,11,before training anything,47.57097677,9796864,0.009796864
2,11,before training adversary (1),47.56911718,9796864,0.009796864
2,11,after training adversary (1),47.59219405,10360064,0.010360064
2,11,after training adversary (2),47.60797594,10933760,0.01093376
2,11,before training main model,47.60734106,10933760,0.01093376
2,11,after compiling,47.60858624,10934272,0.010934272
2,11,after training main model,47.67482675,18986240,0.01898624
2,12,before training anything,47.67482675,18986240,0.01898624
2,12,before training adversary (1),47.67478989,18986240,0.01898624
2,12,after training adversary (1),47.70523546,19503360,0.01950336
2,12,after training adversary (2),47.72328243,20066816,0.020066816
2,12,before training main model,47.72328243,20066816,0.020066816
2,12,after compiling,47.75040614,20067328,0.020067328
2,12,after training main model,47.80906496,27843840,0.02784384
2,13,before training anything,47.80265882,27843840,0.02784384
2,13,before training adversary (1),47.80326502,27843840,0.02784384
2,13,after training adversary (1),47.82949171,28474112,0.028474112
2,13,after training adversary (2),47.85977754,29061120,0.02906112
2,13,before training main model,47.86025267,29061120,0.02906112
2,13,after compiling,47.86085888,29061632,0.029061632
2,13,after training main model,47.91493427,36780544,0.036780544
2,14,before training anything,47.9176745,36780544,0.036780544
2,14,before training adversary (1),47.91412736,36780544,0.036780544
2,14,after training adversary (1),47.93649562,37238272,0.037238272
2,14,after training adversary (2),47.97382246,37815296,0.037815296
2,14,before training main model,47.97433856,37815296,0.037815296
2,14,after compiling,47.97415014,37815808,0.037815808
2,14,after training main model,48.05618483,45651456,0.045651456
2,15,before training anything,48.04045619,1246976,0.001246976
2,15,before training adversary (1),48.04107469,596480,0.00059648
2,15,after training adversary (1),48.0795607,1193728,0.001193728
2,15,after training adversary (2),48.11423334,1670144,0.001670144
2,15,before training main model,48.11565875,1670144,0.001670144
2,15,after compiling,48.11692851,1401856,0.001401856
2,15,after training main model,48.21122253,9444096,0.009444096
2,16,before training anything,48.21106688,9444096,0.009444096
2,16,before training adversary (1),48.23502029,9444096,0.009444096
2,16,after training adversary (1),48.22739354,10034176,0.010034176
2,16,after training adversary (2),48.25805619,10509568,0.010509568
2,16,before training main model,48.26352435,10509568,0.010509568
2,16,after compiling,48.2587607,10510080,0.01051008
2,16,after training main model,48.31903334,18312704,0.018312704
2,17,before training anything,48.31855002,18312704,0.018312704
2,17,before training adversary (1),48.31860326,18312704,0.018312704
2,17,after training adversary (1),48.34086502,18786560,0.01878656
2,17,after training adversary (2),48.3494871,19381248,0.019381248
2,17,before training main model,48.34790605,19381248,0.019381248
2,17,after compiling,48.34393702,19381760,0.01938176
2,17,after training main model,48.40162918,27226368,0.027226368
2,18,before training anything,48.40096973,27226368,0.027226368
2,18,before training adversary (1),48.39743488,27226368,0.027226368
2,18,after training adversary (1),48.41684992,27725824,0.027725824
2,18,after training adversary (2),48.45115392,28291072,0.028291072
2,18,before training main model,48.45499597,28291072,0.028291072
2,18,after compiling,48.45408666,28291584,0.028291584
2,18,after training main model,48.54513664,36557568,0.036557568
2,19,before training anything,48.53952922,36557568,0.036557568
2,19,before training adversary (1),48.54370304,36557568,0.036557568
2,19,after training adversary (1),48.56329421,37104128,0.037104128
2,19,after training adversary (2),48.72465613,37737728,0.037737728
2,19,before training main model,48.58415514,37737728,0.037737728
2,19,after compiling,48.58313523,37738240,0.03773824
2,19,after training main model,48.64013517,45443584,0.045443584
2,20,before training anything,48.65176371,1182208,0.001182208
2,20,before training adversary (1),48.64977715,614912,0.000614912
2,20,after training adversary (1),48.69039718,1174272,0.001174272
2,20,after training adversary (2),48.71816806,1662208,0.001662208
2,20,before training main model,48.71957709,1662208,0.001662208
2,20,after compiling,48.71957709,1362688,0.001362688
2,20,after training main model,48.88407245,8920320,0.00892032
2,21,before training anything,48.88407245,8920320,0.00892032
2,21,before training adversary (1),48.88462131,8920320,0.00892032
2,21,after training adversary (1),48.89983795,9396224,0.009396224
2,21,after training adversary (2),48.90077184,9852416,0.009852416
2,21,before training main model,48.90092339,9852416,0.009852416
2,21,after compiling,48.90092339,9852928,0.009852928
2,21,after training main model,48.95619482,17985792,0.017985792
2,22,before training anything,48.95454003,17985792,0.017985792
2,22,before training adversary (1),48.95338906,17985792,0.017985792
2,22,after training adversary (1),48.97799782,18592768,0.018592768
2,22,after training adversary (2),48.99606118,19143424,0.019143424
2,22,before training main model,48.99538944,19143424,0.019143424
2,22,after compiling,48.99351347,19143936,0.019143936
2,22,after training main model,49.0282967,26938368,0.026938368
2,23,before training anything,49.0280919,26938368,0.026938368
2,23,before training adversary (1),49.03967539,26938368,0.026938368
2,23,after training adversary (1),49.07176346,27468800,0.0274688
2,23,after training adversary (2),49.13209754,28002304,0.028002304
2,23,before training main model,49.10825472,28002304,0.028002304
2,23,after compiling,49.10889779,28002816,0.028002816
2,23,after training main model,49.16896154,36133376,0.036133376
2,24,before training anything,49.17084979,36133376,0.036133376
2,24,before training adversary (1),49.1707351,36133376,0.036133376
2,24,after training adversary (1),49.19710515,36625920,0.03662592
2,24,after training adversary (2),49.20680858,37143552,0.037143552
2,24,before training main model,49.20505139,37143552,0.037143552
2,24,after compiling,49.22683802,37144064,0.037144064
2,24,after training main model,49.2942295,44462080,0.04446208
2,25,before training anything,49.3044695,1121024,0.001121024
2,25,before training adversary (1),49.30434253,610816,0.000610816
2,25,after training adversary (1),49.34283674,1088512,0.001088512
2,25,after training adversary (2),49.35276544,1783296,0.001783296
2,25,before training main model,49.35135642,1783296,0.001783296
2,25,after compiling,49.35036518,1496576,0.001496576
2,25,after training main model,49.49526528,9898240,0.00989824
2,26,before training anything,49.49410202,9898240,0.00989824
2,26,before training adversary (1),49.49353677,9898240,0.00989824
2,26,after training adversary (1),49.5061033,10422016,0.010422016
2,26,after training adversary (2),49.55815936,10919680,0.01091968
2,26,before training main model,49.533952,10919680,0.01091968
2,26,after compiling,49.531392,10920192,0.010920192
2,26,after training main model,49.58616371,18561280,0.01856128
2,27,before training anything,49.5827968,18561280,0.01856128
2,27,before training adversary (1),49.58421811,18561280,0.01856128
2,27,after training adversary (1),49.61872691,19111680,0.01911168
2,27,after training adversary (2),49.64337254,19670016,0.019670016
2,27,before training main model,49.65361664,19670016,0.019670016
2,27,after compiling,49.65336269,19670528,0.019670528
2,27,after training main model,49.70540237,27128064,0.027128064
2,28,before training anything,49.70108109,27128064,0.027128064
2,28,before training adversary (1),49.70012672,27128064,0.027128064
2,28,after training adversary (1),49.724928,27720192,0.027720192
2,28,after training adversary (2),49.75490662,28310016,0.028310016
2,28,before training main model,49.75311258,28310016,0.028310016
2,28,after compiling,49.7528832,28310528,0.028310528
2,28,after training main model,49.80836352,35582464,0.035582464
2,29,before training anything,49.80830208,35582464,0.035582464
2,29,before training adversary (1),49.8067456,35582464,0.035582464
2,29,after training adversary (1),49.83235379,36140544,0.036140544
2,29,after training adversary (2),49.86833306,36651776,0.036651776
2,29,before training main model,49.86251674,36651776,0.036651776
2,29,after compiling,49.86283622,36652288,0.036652288
2,29,after training main model,49.93691238,43723776,0.043723776
2,30,before training anything,49.92948224,1105920,0.00110592
2,30,before training adversary (1),49.92917914,589824,0.000589824
2,30,after training adversary (1),49.97854413,1096960,0.00109696
2,30,after training adversary (2),50.00473805,1773312,0.001773312
2,30,before training main model,50.00599962,1773312,0.001773312
2,30,after compiling,50.00572109,1477888,0.001477888
2,30,after training main model,50.14644326,8810752,0.008810752
2,31,before training anything,50.14607872,8810752,0.008810752
2,31,before training adversary (1),50.1440471,8810752,0.008810752
2,31,after training adversary (1),50.1766144,9467904,0.009467904
2,31,after training adversary (2),50.21068902,10010880,0.01001088
2,31,before training main model,50.22672486,10010880,0.01001088
2,31,after compiling,50.23608422,10011392,0.010011392
2,31,after training main model,50.27996467,17476352,0.017476352
2,32,before training anything,50.27889152,17476352,0.017476352
2,32,before training adversary (1),50.27842867,17476352,0.017476352
2,32,after training adversary (1),50.29924045,17956352,0.017956352
2,32,after training adversary (2),50.33346662,18562560,0.01856256
2,32,before training main model,50.33425715,18562560,0.01856256
2,32,after compiling,50.33425715,18563072,0.018563072
2,32,after training main model,50.39612723,25762048,0.025762048
2,33,before training anything,50.38619443,25762048,0.025762048
2,33,before training adversary (1),50.43101286,25762048,0.025762048
2,33,after training adversary (1),50.40319693,26242560,0.02624256
2,33,after training adversary (2),50.42595021,26697728,0.026697728
2,33,before training main model,50.42368922,26697728,0.026697728
2,33,after compiling,50.42496717,26698240,0.02669824
2,33,after training main model,50.49921126,34235136,0.034235136
2,34,before training anything,50.49450906,34235136,0.034235136
2,34,before training adversary (1),50.48702566,34235136,0.034235136
2,34,after training adversary (1),50.50835763,34829312,0.034829312
2,34,after training adversary (2),50.52910797,35344640,0.03534464
2,34,before training main model,50.52874342,35344640,0.03534464
2,34,after compiling,50.52916531,35345152,0.035345152
2,34,after training main model,50.5916375,43187456,0.043187456
2,35,before training anything,50.58903245,1151232,0.001151232
2,35,before training adversary (1),50.58878259,613120,0.00061312
2,35,after training adversary (1),50.64298496,1346816,0.001346816
2,35,after training adversary (2),50.65817293,1914112,0.001914112
2,35,before training main model,50.65759539,1914112,0.001914112
2,35,after compiling,50.65747251,1648384,0.001648384
2,35,after training main model,50.82618675,9838336,0.009838336
2,36,before training anything,50.80296653,9838336,0.009838336
2,36,before training adversary (1),50.80095539,9838336,0.009838336
2,36,after training adversary (1),50.81596314,10345984,0.010345984
2,36,after training adversary (2),50.84218982,11000064,0.011000064
2,36,before training main model,50.84200141,11000064,0.011000064
2,36,after compiling,50.8389417,11000576,0.011000576
2,36,after training main model,50.91015066,18445824,0.018445824
2,37,before training anything,50.90988851,18445824,0.018445824
2,37,before training adversary (1),50.90958131,18445824,0.018445824
2,37,after training adversary (1),50.94157107,19136256,0.019136256
2,37,after training adversary (2),50.95965082,19702528,0.019702528
2,37,before training main model,50.95940915,19702528,0.019702528
2,37,after compiling,50.96097382,19703040,0.01970304
2,37,after training main model,51.03436186,26927872,0.026927872
2,38,before training anything,51.03616819,26927872,0.026927872
2,38,before training adversary (1),51.03616819,26927872,0.026927872
2,38,after training adversary (1),51.06733466,27543296,0.027543296
2,38,after training adversary (2),51.08619674,28047104,0.028047104
2,38,before training main model,51.08619674,28047104,0.028047104
2,38,after compiling,51.08999782,28047616,0.028047616
2,38,after training main model,51.13953075,35717888,0.035717888
2,39,before training anything,51.14082099,35717888,0.035717888
2,39,before training adversary (1),51.15181875,35717888,0.035717888
2,39,after training adversary (1),51.21588429,36304384,0.036304384
2,39,after training adversary (2),51.18653645,36901376,0.036901376
2,39,before training main model,51.18561894,36901376,0.036901376
2,39,after compiling,51.2106537,36901888,0.036901888
2,39,after training main model,51.26018253,44663040,0.04466304
2,40,before training anything,51.27410483,1199616,0.001199616
2,40,before training adversary (1),51.27507558,621312,0.000621312
2,40,after training adversary (1),51.34900019,1162496,0.001162496
2,40,after training adversary (2),51.3435607,1742336,0.001742336
2,40,before training main model,51.34328627,1742336,0.001742336
2,40,after compiling,51.3431552,1423616,0.001423616
2,40,after training main model,51.49052518,10437120,0.01043712
2,41,before training anything,51.48537242,10437120,0.01043712
2,41,before training adversary (1),51.48425421,10437120,0.01043712
2,41,after training adversary (1),51.50155981,11026176,0.011026176
2,41,after training adversary (2),51.52812237,11607040,0.01160704
2,41,before training main model,51.52636109,11607040,0.01160704
2,41,after compiling,51.52388301,11607552,0.011607552
2,41,after training main model,51.61040282,19862272,0.019862272
2,42,before training anything,51.60964096,19862272,0.019862272
2,42,before training adversary (1),51.60770355,19862272,0.019862272
2,42,after training adversary (1),51.65756006,20468992,0.020468992
2,42,after training adversary (2),51.68194355,20975616,0.020975616
2,42,before training main model,51.67838413,20975616,0.020975616
2,42,after compiling,51.67838413,20976128,0.020976128
2,42,after training main model,51.73920563,28359936,0.028359936
2,43,before training anything,51.73848474,28359936,0.028359936
2,43,before training adversary (1),51.72912947,28359936,0.028359936
2,43,after training adversary (1),51.74899917,28989440,0.02898944
2,43,after training adversary (2),51.77473434,29624832,0.029624832
2,43,before training main model,51.76344986,29624832,0.029624832
2,43,after compiling,51.76417485,29625344,0.029625344
2,43,after training main model,51.83393382,37771776,0.037771776
2,44,before training anything,51.83408128,37771776,0.037771776
2,44,before training adversary (1),51.83478989,37771776,0.037771776
2,44,after training adversary (1),51.85656832,38258688,0.038258688
2,44,after training adversary (2),51.8957097,38823680,0.03882368
2,44,before training main model,51.8957097,38823680,0.03882368
2,44,after compiling,51.89285888,38824192,0.038824192
2,44,after training main model,51.94403021,46311424,0.046311424
2,45,before training anything,51.94541466,1215744,0.001215744
2,45,before training adversary (1),51.94488218,600320,0.00060032
2,45,after training adversary (1),51.9828439,1134080,0.00113408
2,45,after training adversary (2),52.0015872,1672448,0.001672448
2,45,before training main model,52.00060006,1672448,0.001672448
2,45,after compiling,52.00277504,1398528,0.001398528
2,45,after training main model,52.17099776,8776704,0.008776704
2,46,before training anything,52.17099776,8776704,0.008776704
2,46,before training adversary (1),52.17099776,8776704,0.008776704
2,46,after training adversary (1),52.20496589,9373440,0.00937344
2,46,after training adversary (2),52.21860557,9904128,0.009904128
2,46,before training main model,52.21922406,9904128,0.009904128
2,46,after compiling,52.21922406,9904640,0.00990464
2,46,after training main model,52.25618637,17855488,0.017855488
2,47,before training anything,52.25744794,17855488,0.017855488
2,47,before training adversary (1),52.28756173,17855488,0.017855488
2,47,after training adversary (1),52.2753065,18386688,0.018386688
2,47,after training adversary (2),52.29779763,18952960,0.01895296
2,47,before training main model,52.29777715,18952960,0.01895296
2,47,after compiling,52.29777715,18953472,0.018953472
2,47,after training main model,52.3660329,26894080,0.02689408
2,48,before training anything,52.36615987,26894080,0.02689408
2,48,before training adversary (1),52.36679475,26894080,0.02689408
2,48,after training adversary (1),52.38986752,27558144,0.027558144
2,48,after training adversary (2),52.40521523,28114432,0.028114432
2,48,before training main model,52.40349491,28114432,0.028114432
2,48,after compiling,52.39989862,28114944,0.028114944
2,48,after training main model,52.46692966,35527424,0.035527424
2,49,before training anything,52.46735565,35527424,0.035527424
2,49,before training adversary (1),52.46662246,35527424,0.035527424
2,49,after training adversary (1),52.48374784,36110080,0.03611008
2,49,after training adversary (2),52.51031859,36571392,0.036571392
2,49,before training main model,52.50896691,36571392,0.036571392
2,49,after compiling,52.50562048,36571904,0.036571904
2,49,after training main model,52.57402368,43939840,0.04393984
2,50,after batches are done,52.57522381,43939840,0.04393984
2,50,after model test_on_batch,52.57191014,44068096,0.044068096
2,50,after adv test_on_batch,52.63792538,45558272,0.045558272
2,50,before reloading weights,52.67253248,45559808,0.045559808
2,50,after reloading weights,52.66932531,1363456,0.001363456
3,0,before training anything,52.67197133,1339136,0.001339136
3,0,before training adversary (1),52.67177062,664320,0.00066432
3,0,after training adversary (1),52.68844134,1240320,0.00124032
3,0,after training adversary (2),52.70601318,1748736,0.001748736
3,0,before training main model,52.7059968,1748736,0.001748736
3,0,after compiling,52.70464512,1451008,0.001451008
3,0,after training main model,52.85588582,9637376,0.009637376
3,1,before training anything,52.85618483,9637376,0.009637376
3,1,before training adversary (1),52.85618483,9637376,0.009637376
3,1,after training adversary (1),52.90515251,10315520,0.01031552
3,1,after training adversary (2),52.92455526,10802944,0.010802944
3,1,before training main model,52.92293325,10802944,0.010802944
3,1,after compiling,52.9412096,10803456,0.010803456
3,1,after training main model,52.96171827,19429376,0.019429376
3,2,before training anything,52.96126771,19429376,0.019429376
3,2,before training adversary (1),52.96051814,19429376,0.019429376
3,2,after training adversary (1),52.99646054,20182272,0.020182272
3,2,after training adversary (2),53.02740173,20703232,0.020703232
3,2,before training main model,53.02762291,20703232,0.020703232
3,2,after compiling,53.02870426,20703744,0.020703744
3,2,after training main model,53.06936115,28904192,0.028904192
3,3,before training anything,53.0700329,28904192,0.028904192
3,3,before training adversary (1),53.07337523,28904192,0.028904192
3,3,after training adversary (1),53.09263462,29401600,0.0294016
3,3,after training adversary (2),53.12550912,29884416,0.029884416
3,3,before training main model,53.12752845,29884416,0.029884416
3,3,after compiling,53.14035712,29884928,0.029884928
3,3,after training main model,53.18477824,38116096,0.038116096
3,4,before training anything,53.1862528,38116096,0.038116096
3,4,before training adversary (1),53.1813335,38116096,0.038116096
3,4,after training adversary (1),53.20384102,38610688,0.038610688
3,4,after training adversary (2),53.22489037,39152384,0.039152384
3,4,before training main model,53.22489037,39152384,0.039152384
3,4,after compiling,53.2253737,39152896,0.039152896
3,4,after training main model,53.29968333,46840576,0.046840576
3,5,before training anything,53.29483776,1189376,0.001189376
3,5,before training adversary (1),53.29483776,645376,0.000645376
3,5,after training adversary (1),53.33723136,1199104,0.001199104
3,5,after training adversary (2),53.36208589,1821184,0.001821184
3,5,before training main model,53.35376691,1821184,0.001821184
3,5,after compiling,53.37788006,1483520,0.00148352
3,5,after training main model,53.45165722,9628672,0.009628672
3,6,before training anything,53.45189888,9628672,0.009628672
3,6,before training adversary (1),53.45189888,9628672,0.009628672
3,6,after training adversary (1),53.47081011,10260736,0.010260736
3,6,after training adversary (2),53.4880297,10777600,0.0107776
3,6,before training main model,53.48790272,10777600,0.0107776
3,6,after compiling,53.48716954,10778112,0.010778112
3,6,after training main model,53.54099507,19036928,0.019036928
3,7,before training anything,53.54049126,19036928,0.019036928
3,7,before training adversary (1),53.54008166,19036928,0.019036928
3,7,after training adversary (1),53.55287347,19618560,0.01961856
3,7,after training adversary (2),53.59679488,20128000,0.020128
3,7,before training main model,53.59679488,20128000,0.020128
3,7,after compiling,53.59576269,20128512,0.020128512
3,7,after training main model,53.65588378,27479040,0.02747904
3,8,before training anything,53.65692416,27479040,0.02747904
3,8,before training adversary (1),53.65605171,27479040,0.02747904
3,8,after training adversary (1),53.6776704,28153344,0.028153344
3,8,after training adversary (2),53.6993792,28799232,0.028799232
3,8,before training main model,53.70243891,28799232,0.028799232
3,8,after compiling,53.72848947,28799744,0.028799744
3,8,after training main model,53.74410752,36045568,0.036045568
3,9,before training anything,53.74370202,36045568,0.036045568
3,9,before training adversary (1),53.7452544,36045568,0.036045568
3,9,after training adversary (1),53.77132134,36685056,0.036685056
3,9,after training adversary (2),53.78756198,37205248,0.037205248
3,9,before training main model,53.78708685,37205248,0.037205248
3,9,after compiling,53.78655846,37205760,0.03720576
3,9,after training main model,53.9029545,45123584,0.045123584
3,10,before training anything,53.91087206,1200384,0.001200384
3,10,before training adversary (1),53.91087206,632320,0.00063232
3,10,after training adversary (1),53.97762048,1218816,0.001218816
3,10,after training adversary (2),53.99999693,1813248,0.001813248
3,10,before training main model,53.99730176,1813248,0.001813248
3,10,after compiling,53.9973632,1536000,0.001536
3,10,after training main model,54.14192333,10237952,0.010237952
3,11,before training anything,54.1415424,10237952,0.010237952
3,11,before training adversary (1),54.14203802,10237952,0.010237952
3,11,after training adversary (1),54.18395238,10725888,0.010725888
3,11,after training adversary (2),54.18781082,11333120,0.01133312
3,11,before training main model,54.1877207,11333120,0.01133312
3,11,after compiling,54.18695475,11333632,0.011333632
3,11,after training main model,54.30986342,18832128,0.018832128
3,12,before training anything,54.286336,18832128,0.018832128
3,12,before training adversary (1),54.28126106,18832128,0.018832128
3,12,after training adversary (1),54.29694874,19373056,0.019373056
3,12,after training adversary (2),54.31475814,19872512,0.019872512
3,12,before training main model,54.31124787,19872512,0.019872512
3,12,after compiling,54.3117271,19873024,0.019873024
3,12,after training main model,54.3864791,27871232,0.027871232
3,13,before training anything,54.38168269,27871232,0.027871232
3,13,before training adversary (1),54.3840256,27871232,0.027871232
3,13,after training adversary (1),54.41398374,28414720,0.02841472
3,13,after training adversary (2),54.43298099,28890880,0.02889088
3,13,before training main model,54.43298099,28890880,0.02889088
3,13,after compiling,54.42430976,28891392,0.028891392
3,13,after training main model,54.50599629,36286720,0.03628672
3,14,before training anything,54.50722509,36286720,0.03628672
3,14,before training adversary (1),54.50713498,36286720,0.03628672
3,14,after training adversary (1),54.5360896,36862976,0.036862976
3,14,after training adversary (2),54.54866842,37494016,0.037494016
3,14,before training main model,54.5585111,37494016,0.037494016
3,14,after compiling,54.54127104,37494528,0.037494528
3,14,after training main model,54.62156902,45612800,0.0456128
3,15,before training anything,54.62643507,1301248,0.001301248
3,15,before training adversary (1),54.62586982,659712,0.000659712
3,15,after training adversary (1),54.69764813,1292288,0.001292288
3,15,after training adversary (2),54.69005414,1806848,0.001806848
3,15,before training main model,54.69241344,1806848,0.001806848
3,15,after compiling,54.69203251,1481216,0.001481216
3,15,after training main model,54.83012915,10188288,0.010188288
3,16,before training anything,54.80654438,10188288,0.010188288
3,16,before training adversary (1),54.80414413,10188288,0.010188288
3,16,after training adversary (1),54.82200678,10777088,0.010777088
3,16,after training adversary (2),54.83942298,11340288,0.011340288
3,16,before training main model,54.83362304,11340288,0.011340288
3,16,after compiling,54.83408589,11340800,0.0113408
3,16,after training main model,54.88298803,19155456,0.019155456
3,17,before training anything,54.88298803,19155456,0.019155456
3,17,before training adversary (1),54.90864947,19155456,0.019155456
3,17,after training adversary (1),54.91359744,19634688,0.019634688
3,17,after training adversary (2),54.94686515,20145408,0.020145408
3,17,before training main model,54.94812262,20145408,0.020145408
3,17,after compiling,54.95038362,20145920,0.02014592
3,17,after training main model,55.03383552,27982080,0.02798208
3,18,before training anything,55.03280333,27982080,0.02798208
3,18,before training adversary (1),55.03032115,27982080,0.02798208
3,18,after training adversary (1),55.06004173,28486144,0.028486144
3,18,after training adversary (2),55.09418189,28995328,0.028995328
3,18,before training main model,55.08099277,28995328,0.028995328
3,18,after compiling,55.07150643,28995840,0.02899584
3,18,after training main model,55.11041024,36754688,0.036754688
3,19,before training anything,55.10914867,36754688,0.036754688
3,19,before training adversary (1),55.1100457,36754688,0.036754688
3,19,after training adversary (1),55.12537293,37340416,0.037340416
3,19,after training adversary (2),55.13962291,37822976,0.037822976
3,19,before training main model,55.13951232,37822976,0.037822976
3,19,after compiling,55.14323968,37823488,0.037823488
3,19,after training main model,55.2370176,45743872,0.045743872
3,20,before training anything,55.26339174,1157120,0.00115712
3,20,before training adversary (1),55.26339174,639232,0.000639232
3,20,after training adversary (1),55.30536346,1260032,0.001260032
3,20,after training adversary (2),55.31056947,2032640,0.00203264
3,20,before training main model,55.31056947,2032640,0.00203264
3,20,after compiling,55.31012301,1728000,0.001728
3,20,after training main model,55.44892826,9508352,0.009508352
3,21,before training anything,55.4480681,9508352,0.009508352
3,21,before training adversary (1),55.44757658,9508352,0.009508352
3,21,after training adversary (1),55.46305536,10049536,0.010049536
3,21,after training adversary (2),55.47197235,10569984,0.010569984
3,21,before training main model,55.47158323,10569984,0.010569984
3,21,after compiling,55.47113677,10570496,0.010570496
3,21,after training main model,55.57395866,19008256,0.019008256
3,22,before training anything,55.57183693,19008256,0.019008256
3,22,before training adversary (1),55.57181235,19008256,0.019008256
3,22,after training adversary (1),55.59564698,19566080,0.01956608
3,22,after training adversary (2),55.61393562,20124928,0.020124928
3,22,before training main model,55.61573376,20124928,0.020124928
3,22,after compiling,55.61633587,20125440,0.02012544
3,22,after training main model,55.66183424,27835136,0.027835136
3,23,before training anything,55.65646029,27835136,0.027835136
3,23,before training adversary (1),55.65622682,27835136,0.027835136
3,23,after training adversary (1),55.67505613,28375040,0.02837504
3,23,after training adversary (2),55.69622016,29139712,0.029139712
3,23,before training main model,55.69622016,29139712,0.029139712
3,23,after compiling,55.6999721,29140224,0.029140224
3,23,after training main model,55.80798771,36951552,0.036951552
3,24,before training anything,55.79422106,36951552,0.036951552
3,24,before training adversary (1),55.79309875,36951552,0.036951552
3,24,after training adversary (1),55.84131686,37659648,0.037659648
3,24,after training adversary (2),55.83793357,38148096,0.038148096
3,24,before training main model,55.83714304,38148096,0.038148096
3,24,after compiling,55.8277591,38148608,0.038148608
3,24,after training main model,55.8987223,45415680,0.04541568
3,25,before training anything,55.90132736,1179904,0.001179904
3,25,before training adversary (1),55.90132736,618752,0.000618752
3,25,after training adversary (1),55.98374707,1149696,0.001149696
3,25,after training adversary (2),55.97620224,1936384,0.001936384
3,25,before training main model,55.97620224,1936384,0.001936384
3,25,after compiling,55.97612851,1631232,0.001631232
3,25,after training main model,56.08814182,10420224,0.010420224
